text,label
পরিবারের সাথে মিলে রান্না মজাটা অন্যরকম মুহূর্তগুলোই জীবনের আসল সম্পদ,0
প্রতিটি সূর্যোদয় সম্ভাবনা আসে সম্ভাবনাগুলো লাগানোর,0
শাশুড়িশ্বশুর বউ নামের কলঙ্ক দিল প্রতিনিয়ত প্রেসার বউ মার নামে ভালো লাগলে ছেড়ে যাইতে বলছি ১০০ বোকা ছিলাম সুখে থেক ফ্যান বিলিভ জানি সঠিক মরার মিথ্যা বাইরে মানুষের ভিতরের চেহারা বুঝা,1
আজকের দিনে আল্লাহর রহমত শান্তি সকলের জীবনে বিরাজ করুক,0
জীবনের প্রতিটি ভালো কাজের পিছনে পরিবারই মায়ের ভালোবাসা শিখিয়েছে কিভাবে নিঃস্বার্থভাবে ভালোবাসতে বাবার ত্যাগ শিখিয়েছে কিভাবে সুখ ত্যাগ অন্যদের জন্যই,0
শুধুই একটা ছায়া অস্তিত্ব,1
চাই নির্ভর করুক ব্যর্থ,1
অস্তিত্ব এক অপ্রয়োজনীয় গল্প,1
জীবনে কঠিন পরিস্থিতি আসলে ভেঙে পড়বেন আল্লাহ জানেন সঠিক,0
অতীতে একজন বাজে প্রতারণার শিকার হই ভাবতে ভাবতে মাথায় অসহ্য যন্ত্রনা সাথে প্রতারণা ভাবলে মরে ইচ্ছা জীবনে শান্তি খুজে পাই,1
হেরে গেলাম ইচ্ছে ছিলো দশ স্বাভাবিকভাবে জীবন চলানোর পারলাম ডিশিসনটা সহজভাবে নিই বাধ্য হইছে ডিপ্রেশন শেষ দিছে মেন্টালি ফিজিক্যালি ভালো,1
সবকিছু পরিকল্পনা আল্লাহর পক্ষ সবকিছুর ভালো দিক খুঁজে বের করুন,0
এমনকি ছোট কাজও জীবনের বড় লক্ষ্য অর্জনে সাহায্য,0
বন্ধুরা জীবনের অংশ সবসময় পাশে জীবন অসম্পূর্ণ,0
পরিবার সুখী সম্ভব ভালোবাসাই জীবনের আসল সম্পদ,0
আশা ছেড়ে দিয়েছি,1
লাইফের শেষ স্টাটাস জানি কথা গুলো শোনার মানতে পারবে অনেকের ভালো লাগবে শুনে সময়ের বাস্তবতার হেরে গেলাম ইচ্ছে ছিলো দশ স্বাভাবিক জিবন চলানোর পারলাম ডিশিসন টা সহজ বাধ্য হইছে ডিপ্রেশন শেষ দিছে মেন্টালি ফিজিক্যালি ভালো স্বপ্ন ছিলো পূরন পারলাম মাফ দিবেন সবাই,1
কষ্টে দুঃখ বোধও যন্ত্রণা শূন্য দুঃখ কষ্টের অবসান চলেছে চোখ জুড়ে রাজ্যের ঘুম নেমেছে একটু পরই ঘুমিয়ে যাবো একেবারে চিরকালের অতল অতলান্তে নিজেকে চিন্তিত নই যেটা পেয়েছি জানি ভয়ঙ্কর জন্যই সিদ্ধান্ত নিয়েছি মানুষ বোকা বলবে ভীতু বলবে স্বার্থপরও বলবে বলবে গাধা বলবে বলবে আসে,1
প্রিয় বন্ধুদের কাটানো মুহূর্তগুলোই জীবনের রঙিন দিক জন্যই সবসময় কৃতজ্ঞ,0
বেতন সুযোগসুবিধা সেভিংস কিছুতে একটা মানুষকে আনা মড়ার ওপর খাঁড়ার ঘা বিয়েশাদির চিন্তা করিওনা খেয়েপড়ে বেঁচে থাকতে পারলে খুশি চাইলাম উঠল,1
সবাইকে হতাশ করেছি,1
,1
বিশ্বাস রাখুন সফল,0
বলবোনা দুঃখ অনুভব হয়না কষ্ট অনুভব হয়না দুঃখ কষ্ট একটা দুর্বল পারেনা কাতর পারেনাআমি বিষাদে ঘেরা কাটিয়ে এসেছি দূর পথ বুকে একটা অদৃশ্য ভারী ওজন বয়ে বেড়িয়েছি নাম দেয়া হতাশা দুশ্চিন্তা দীর্ঘশ্বাস এভাবে পার দীর্ঘদিন মাস বছর একদিন খেয়াল করলাম দুঃখে দুঃখ অনুভব হয়না কষ্টে দীর্ঘশ্বাস আসেনা এতটা সহ্য করেছি সয়ে দুঃখ কষ্ট দুর্বল পারেনা,1
স্বপ্ন পূরণ পারলাম মাফ দিবেন সবাই বড় ভাইভাবি মেজো ভাই ফ্রেন্ডস কারো সাথে কখনো অন্যায় থাকি ক্ষমা দিয়েন সবাই ফ্যামিলির কথা বলবো সবাই ভুলে ফ্যামেলি কখনো ভুলবে,1
ভাইবোনেরা জীবনের বন্ধু কাটানো সময়গুলোই জীবনের সেরা উপহার,0
মাঝে মাঝে হয়সত্যি কারো সময়ের প্রয়োজনে জীবনে একজন আসে সময়ের প্রয়োজনে জীবন হারিয়ে যায়বাস্তব আসলে ভয়ঙ্কর আবেগ খারাপপৃথিবীর কারো আপন হওয়াটা খুবই সহজকিন্তু আপন পাওয়াটা কঠিন,1
জীবনের খারাপ সময়গুলোই সবচেয়ে বড় শক্তি আসে আল্লাহ,0
আসলে কখনো কখনো নিজেকে একদম একা লাগে যেনো চারপাশে সবাই ব্যস্ত জীবনটা যেনো একরকম স্থবির একাকিত্বের অনুভূতিটা আসলে অন্যদের জরুরি কিছুতেই শান্তি খুঁজে পাচ্ছি জীবনের মানে হয়না,1
ছোটবেলার খেলাগুলো সহজ আনন্দে ভরা মুহূর্তগুলোই গুরুত্বপূর্ণ,0
জীবনে ধৈর্য বিশ্বাস এগিয়ে আল্লাহ সর্বোত্তম পথ তৈরি,0
জীবন পরিবর্তনশীল আল্লাহর সাহায্য বিশ্বাস সবসময় স্থায়ী,0
পরিবারের ঝগড়া মারামারি ভাল্লাগতেছে এগুলো দেখলে খারাপ লাগে বুঝানোর তারমধ্যে পড়ালেখা টেনশন,1
শিখেছি ব্যর্থতা আসলে শেখার সুযোগ,0
ভেতরের শূন্যতা প্রতিনিয়ত গ্রাস,1
বারবার বলছি ভালো লাগলে আলাদা যাও চিট করো মিথ্যা বলো বিশ্বাস ভাঙ্গিও ছবি আরো খারাপ খারাপ দিলাম বিলিভ এতেই ৯ বছরে বয়ফ্রেন্ড স্বামী স্ত্রীর সবি,1
কেবল এক মুহূর্তের শান্তি চাই কখনোই আসে,1
পরিবারের ভালোবাসা এক আশ্রয় সবকিছু ভুলে,0
একা থাকতে চাই,1
সময় বের আসলে সাথে পরিচিত,0
জীবনে ভুল করসি ভুল সরি,1
স্মৃতিগুলো কষ্ট ভবিষ্যৎ ভয় দেখায়,1
সত্যিই কারো প্রয়োজনীয়,1
বন্ধুত্বের আসল মানে অপরের পাশে বন্ধুরা হাসি কান্নারও অংশীদার,0
জীবনে সাফল্য চাওয়ার পরিশ্রমের সাথে দৃঢ় মনোভাব রাখতে,0
উন্নতি ত্বরান্বিত সময়কে মূল্য,0
অবহেলা মনের শক্তভাবে বিশ্বাস করুনআর কথা চাওয়া টা ভিক্ষা রই সামিল,1
বিশ্বাস,1
সম্পর্ক কখনো ভাষায় প্রকাশ প্রতিটি স্মৃতি প্রতিটি মুহূর্ত এক অমূল্য রত্ন চিরকাল হৃদয়ে ধারণ,0
বন্ধুত্ব একটা জিনিস সময়ের পুরোনো গভীর,0
ভালো থাকো ভালোবাসা ভালো থাকার আয়োজন মাফ করবা মা ভালো মেয়ে কাফন টাকা ব্যাগে মা,1
পৃথিবীতে স্থায়ী ভালো খারাপ উভয় পরিস্থিতি পার,0
কতদিন পেরিয়ে গেলো দেখিনি তোমায় শুনিনি কন্ঠস্বর বুলি,1
একটা বোঝা মৃত্যুর বড় বড় স্বপ্নগুলোই দায়ী বাবা মার স্বপ্ন পূরণ শেষ বারের চাইলে নদীর জলেই খুঁইজো মৃত্যুটা এভাবেও চাই ভালো থাইকো সবাই জীবনটা পারছি আমারে মাফ দিয়ো সবাই এভাবে দম বন্ধ বাঁচতে পারতেছি,1
জীবনে পরিস্থিতি আসুক করুন ভালো এগিয়ে চলা,0
জীবনে ভুল করেছি সেগুলো শিখেছি কিভাবে ভালো,0
জীবনে বিশ্বাস ধৈর্য ঈমান মানুষের জীবনে সফলতার সোপান ওঠে,0
ভেতরের শূন্যতা প্রতিদিন গভীর,1
এতোদিন আব্বুকে দেশের বাইরে কথা বললেই রাগ করতো আব্বু কল তারাতারি শেষ দেশের বাইরে যাও দেশ সেফ,1
চাই কষ্ট মুছে যাক বাঁচতে চাই,1
ভালোবাসাই জীবনের কঠিন সময়গুলো পার সাহস,0
বউয়ের সকল গয়নাগাটি টাকাপয়সা খরচ পথের ভিখারি গেছি বউ পৃথিবীর কারো দোষ মৃত্যুর সকলে মাফ দেবেন মাবাবা ভাইবোন সকলে মাফ দিবেন,1
হাতে বানানো দিলে প্রিয়জনের মুখের হাসি দেখার আনন্দ পৃথিবীতে কম জিনিসই,0
বন্ধুত্বের আসল মানে অপরকে নিঃস্বার্থভাবে ভালোবাসা বন্ধুরা সবসময় জীবনে কতটা মূল্যবান সম্পর্ক সঙ্গেই জীবনের আসল আনন্দ,0
অন্যের গুরুত্ব বললেই কষ্ট,1
ভালোবাসা মানে কথা কাজের প্রমাণ জীবনে একজন একটুখানি মনোযোগ ভালোবাসা পুরো পৃথিবী জয়ের সাহস,0
কথা শুনত,1
বাঁচিয়েও নেয় পুনরায় আত্মহত্যার করব প্লিজ বাঁচানোর কইরো বেঁচে বাঁচার কথা,1
চাই রাখুক চাই মুছে,1
মানুষ পাশে পৃথিবী থেমে একসাথে কাটানো মুহূর্তগুলো অবিনশ্বর ওঠে জীবন কাছেই সুন্দর,0
জীবনের দুঃখগুলো একটা লুপের লুপের শেষ প্রান্তে দেখি জীবনের মূল্যবান সময় কোথায় খরচ প্রোপার ওয়েতে দুঃখগুলো ডিল পারতাম বেঁচে থাকাটা ততটাই সুন্দর হতো ছোট্ট চোখে পৃথিবী থাকতে বিশাল দুঃখ কেনো,1
চাই ওপর নির্ভর করুক ব্যর্থ,1
পৃথিবী বিদায় ভালো থাকো সবাই শেষ,1
বাবা কথা রাখতে পারলাম জীবন মানে সংগ্রাম হেরে গেলাম পারলে ক্ষমা স্বপ্নগুলো পূরণ,1
জীবনের সবচেয়ে মূল্যবান অংশ কাটানো প্রতিটি মুহূর্তই শেখায়,0
জীবনের প্রতিটি মুহূর্তের ভালো খুঁজে বের করুন,0
কাজটা করছি ক্ষমা কার কষ্ট চাই বলেই সুন্দর পৃথিবী ছেড়ে যাচ্ছি পৃথিবীতে থাকার অধিকার পারলে আপনারা সবাই ক্ষমা দিয়েন,1
এসব ভাবছি জীবন কঠিন যন্ত্রণা অবহেলার মৃত্যু মুক্তি জীবনের মৃত্যু সহজ,1
কেবল অদৃশ্য চাই কখনো ছিলাম,1
একটা পৃথিবীতে আছি থাকার দরকার,1
পরিবারের ছোট ছোট হাসিমজাগুলোই প্রতিদিন সুখী রাখে কাটানো সময়ই জীবনের আসল রত্ন,0
একটা ঘরে বন্দী চাবি কোথাও,1
গল্প লিখে ফেলা সহজ প্রতিটি গল্পের পৃষ্ঠা,0
কঠিন সময়গুলো জীবনের নতুনভাবে উজ্জ্বল উঠবে,0
হৃদয়ের ভার ক্রমাগত ডুবিয়ে দিচ্ছে,1
বন্ধুত্ব মানে শুধুমাত্র সময় কাটানো অপরের জীবন সুন্দর তোলা বন্ধুদের জন্যই ভালোবাসি,0
শেষ ইচ্ছা মৃত্যুর মুখ মাবাবা হাসবেন্ডকে দেখানো লাশ মাবাবার বাড়িতে দাদী বাড়ি শেষ কাজটুকু দাদীর কবর দেয়া,1
ভবিষ্যতের কথা ভাবিনি জীবনের শেষসময় জানি ছাত্রলীগের নেশাটাই শেষ দিলো হারিয়েছি ঘর পরিবার ভালোবাসার মানুষ কাছের মানুষ হারিয়েছি রাজনীতির জন্যে গেলাম নিষ্ঠুর সার্থের পৃথিবী ক্ষমা দিবেন,1
কখনো কখনো পৃথিবী প্রতিবন্ধকতা শক্তি,0
জীবনের একজন ভালোবাসা প্রতিদিন বাঁচতে শেখায় কৃতজ্ঞতার শেষ,0
আশা প্রতিনিয়ত মরে একটু একটু,1
চাই চিন্তা করুক গুরুত্বপূর্ণ নই,1
জীবনে কখনো কখনো মুহূর্ত আসে সারা জীবন অপেক্ষা হয়েছিলো মুহূর্তগুলো আসলেই সবচেয়ে মূল্যবান,0
কখনো সুইসাইড মারা যাই মৃত্যুর একমাত্র দায়ী ক্লাসমেট আম্মান সিদ্দিকী সহকারী হিসেবে ভালো সম্পর্ক থাকার কারণে সাপোর্টকারী জগন্নাথের সহকারী প্রক্টর দ্বীন ইসলাম,1
ইদানীং আত্মহত্যা একটা আর্ট কতটা শৈল্পিকভাবে সত্তা ঝুলিয়ে,1
চাই কোথাও যাই চিনবে,1
লড়াই পারছি ভেতরের শক্তি ফুরিয়ে,1
বাঁচার আকুতি মিনতি করেছি বাঁচতে চেয়েছিলাম পারলাম আজকেও ডেকে এনে বাচ্চাকে দুচোখ ভরে দিলে,1
অন্যকে সাহায্য আনন্দ কতটা গভীর করলেই বোঝা,0
জীবনে সাফল্য শুধুমাত্র সময়ের কথা পরিশ্রমের ফল,0
জীবন যুদ্ধে একজন পরাজিত সৈনিক বিদায় নিলাম,1
ভরসা রাখুন সঠিক সময় আসবে চেষ্টার ফল পাবেন,0
বিশ্বসংসার তন্নতন্ন খুঁজে এনেছি একশো আটটি নীলপদ্মতবুও কথা রাখেনি,1
প্রতিজ্ঞা করেছি জীবনের প্রতিটি দিনকে সেরা তোলার করব,0
কাজের ভালোবাসাই প্রতিদিন অনুপ্রাণিত,0
মৃত্যুর দায়ী মেয়েটাকে রাখার অনুরোধ রইলো,1
০৬০১২০২৩ তারিখটা আজীবন মৃত্যুর আগ অন্তরে গাঁথা,1
গাছগুলো কুঁড়ি জীবনের প্রতিটি দিনই,0
মানুষ কখন আত্মহত্যা প্যানিক অ্যাডিকশন ডিপ্রেশন স্ট্রেস একসাথে মাথা খালি শরীর অনবরত কাঁপতে চোখে ঝাপসা লাগতে মাথা প্রচণ্ড ভারী একসাথে লাখ লাখ জিনিস মাথায় একসাথে,1
একটা চাই যেদিন সত্যিই সুখী থাকবো,1
কখনো হাল ছেড়ে একটু পরিশ্রম করুন সাফল্য আসবেই,0
তোমরা ধৈর্য ধারণ করো আল্লাহ তোমাদের সাথে আছেন সুরা আলবাকারা,0
বিদায় পৃথিবী,1
পরিবারের মায়ামমতার সবসময় শেখায় কিভাবে কঠিন সময়ে মাথা উঁচু দাঁড়াতে জন্যই প্রতিদিন উদ্যমে জীবন,0
চাই শেষ যাক কষ্ট পাই,1
অনুভব এক অর্থহীন বোঝা,1
শত্রু,1
সত্যিই আল্লাহ সাহায্য কখনো ভেঙে পড়ে,0
চোখের তাকালেই পুরো পৃথিবী পাই ভালোবাসা জীবনের সবচেয়ে বড় আশীর্বাদ প্রতিদিন কৃতজ্ঞ জীবনে আছো,0
পৃথিবী যতই কঠিন আল্লাহ সবসময় সহায়তা,0
জীবনে শান্তি আনন্দ অভ্যন্তরীণ মনোভাবের নির্ভর ভালো থাকতে মনোযোগ,0
প্রতিদিন ঘুম উঠি ক্লান্ত পড়ার,1
একটা দুঃস্বপ্নের আছি যেখান জাগার উপায়,1
পরিবারের ভালোবাসা সবসময় নিঃস্বার্থ স্নেহ মমতাই প্রতিদিন জীবন সাহস,0
প্রতিটি সময়ের জীবনের সবচেয়ে মিষ্টি মুহূর্তগুলো খুঁজে মুহূর্তগুলো কখনো মুছে অপরের সর্বদা,0
ব্যর্থতার সফলতার রূপ লুকিয়ে খুঁজে বের করাটাই আসল,0
মুহূর্ত কেবল সময়ের হারিয়ে হৃদয়ে স্থায়ী জীবনে শক্তি সাহস এনে,0
জীবনে শর্টকাট কঠিন পরিশ্রমই সফলতার একমাত্র পথ,0
দক্ষতাকে চ্যালেঞ্জ সবচেয়ে বড় শক্তি,0
একটুকু মমতা পুরো পৃথিবীর সমান ভালোবাসা কোথাও পাব,0
জানি জীবনের উদ্দেশ্য,1
সময় চলবে আপনাকে সফলতা দেবে,0
জীবনের সুখের আসল উৎস আল্লাহর সন্তুষ্টি স্মরণে,0
চিন্তাগুলো কষ্ট ভেতরে আটকে আছি,1
আল্লাহ জীবনের প্রতিটি মুহূর্তে জীবনের প্রত্যেক দিনই সুখী,0
পরিবার জায়গা সময় ভালোবাসা নিরাপত্তা,0
শেষ বারের চাইলে নদীর জলেই খুঁইজো মৃত্যুটা এভাবেও চাই ভালো থাইকো সবাই জীবনটা পারছি আমারে মাফ দিয়ো সবাই এভাবে দম বন্ধ বাঁচতে পারতেছি,1
অনুভূতিগুলো জমে অনুভব,1
দাদার ইচ্ছা ডাক্তার বানাবে আমারও স্বপ্ন ছোট ডাক্তার হব ভাগ্য খারাপ মেডিকেল এডমিশনের প্রিপারেশন নেওয়াও মেডিকেলেও বসতে বিশাল একটা ধাক্কা খাই ভেঙে পড়েছিলাম হাল ছাড়ি এডমিশন পিরিয়ডটা কতটা কষ্ট দিছে,1
বাবার পুরোনো বইটা যত্ন রেখেছি প্রতিবার পড়লে শিখি,0
আসসালামু আলাইকুম প্রথমে ক্ষমা চাই আজকের পরিবার বন্ধুবান্ধব এলাকাবাসীর একটা বড় স্মৃতি থাকব কখনো দিনটার কথা ভুলতে পারবে আজকের খুজে পাবে পৃথিবী নামক জেলখানায়,1
পরিবারের স্নেহ মমতার বড় শক্তি ভালোবাসাই প্রতিদিন এগিয়ে,0
চাই ভাবুক জানি সম্ভব,1
ইদানীং একাকিত্ব ভীষণ আঁকড়ে ধরেছে বিয়ে করব চাকরি পাহাড়ের ওঠার মতন চাকরি বিয়ে অসম্ভব ইচ্ছে দুঃসময়ে মেনে সুখের এক সাথে খুঁজব মাঝে মাঝে জীবন দেই,1
জানতাম একটা মানুষ একটা মানুষকে হারানোর ভয়ে এতটা ছটফট উদ্দেশ্যে একটায় কথা মায়ায় পড়ো কখনো জীবন ধ্বংস,1
পৃথিবীর বদলায় একেকটি সম্পর্ক কখনো হারায় সেগুলো গাঢ় গুরুত্ব বেড়ে,0
সবসময় সবকিছু সহজ প্রতিটি দিনই নতুনভাবে সুযোগ,0
মৃত্যুর দায়ী করব ভেতরের যন্ত্রণাগুলো বড় গেছেআমি সহ্য পারছি প্রাণটা পালাই পালাই অবিবাহিতগণের আকুল আবেদন আপনারা পাত্রী পছন্দ পাত্রীর মা ভালো কিনা খবর নেবেন পাত্রীর মা ভালো পাত্রী কখনোই ভালো সংসারটা দোজখের সকল সম্মানিত অভিভাবকগণের শেষ অনুরোধ বিশেষভাবে গুরুত্ব দিবেন আল্লাহ হাফেজ,1
হাসির আড়ালে লুকিয়ে এক গভীর দুঃখ,1
লক্ষ্য শুধুমাত্র সফল অন্যদেরও অনুপ্রাণিত,0
চোখের জল পায় লুকিয়ে কাঁদি,1
ভালোবাসা প্রতিদিন গভীর জীবনের সবচেয়ে বড় অনুপ্রেরণা,0
ফ্যামেলির বিরাট একটা লস প্রজেক্ট জীবনের অ্যাচিভমেন্ট কোনোদিন পেরেছি খুশি করাতে,1
যতই ঠিকঠাক,1
কথা পড়লেই হৃদয়ে এক ধরনের প্রশান্তি অনুভব ভালোবাসা সবসময় এমনই,0
রাত ১২ টার কল আত্নহত্যা করব,1
চোখে পুরো পৃথিবী পাই কাটানো প্রতিটি মুহূর্তই জীবনের সেরা সময়,0
স্বপ্ন,1
বৃষ্টির সময় খোলা জানালার পাশে বই পড়া এক অসাধারণ অনুভূতি,0
একাকী নির্জন অসহায়,1
সখের পুরুষ দুনিয়া ছাড়তে বাধ্য করছেআমার কাফনের টাকা ব্যাগে মা,1
সবাই ঘৃণা,1
একটা দুঃস্বপ্নের আটকে আছি যেখান বের সম্ভব,1
এসব পারতেছি একটা আশ্রয় খুঁজতেছিলাম শেষ আশ্রয় এটাও শেষ হইল মানুষ আত্মীয়ের কথা শোনা লাগছে বাবার একটু ফিনানসিয়াল সমস্যা ঢাকা পড়তে ধৈর্য ছিলাম পারব পারলাম,1
জানি শেষ সত্যিকারের সুখ অনুভব করেছি,1
ভালো থাকুক সবাই ভালো থাকুক প্রিয় মানুষ ভালো থাকুক মা,1
জীবনে হারানো পুরোপুরি হারায় কেবল সময়ের পরিবর্তন ঘটে,0
প্রিয় বন্ধুদের কাটানো হাসিমজার মুহূর্তগুলোই জীবনের আসল রঙ,0
শেষ একটা কথা যাই মৃত্যুর দায়ী ভালো সবাই আল্লাহ হাফেজ,1
শক্তিকে উপেক্ষা সবাই ক্ষমতা রাখি,0
নিজেকে দোষ দেই কিছুর দায়ী,1
জীবনের প্রতিটি পদক্ষেপ ভবিষ্যৎ তৈরি এখনই সঠিক সিদ্ধান্ত নিন,0
ব্যথা পায়,1
সপ্ন ছিলো পড়াশোনা করবো এইবার ফেইল পরিবার পড়াশোনা করাবে অবস্থা খারাপ আত্নহত্যা মাথায় আসছে করবো বুঝতেসি,1
একাকিত্ব জীবন কিভাবে উপভোগ,1
সঠিক পথে চলেন সাফল্য আসবেই সময়ের সাথে সাথে,0
